id,social_media_id,company_id
630,3,220
631,2,221
632,3,221
633,1,222
634,2,222
635,3,222
636,1,223
637,2,223
638,4,223
639,3,223
640,1,224
641,2,224
642,4,224
643,1,225
644,2,225
645,4,225
646,3,225
647,3,226
648,1,227
649,2,227
650,3,227
651,1,228
652,2,228
653,3,228
654,1,229
655,2,229
656,1,230
657,2,230
658,3,231
659,1,232
660,2,232
661,3,232
662,1,233
663,2,233
664,4,233
665,3,233
666,1,234
667,2,234
668,3,234
669,1,235
670,2,235
671,4,235
672,3,235
673,2,236
674,4,236
675,1,237
676,2,237
677,3,237
678,1,238
679,2,240
680,3,240
681,1,241
682,4,241
683,1,242
684,2,242
685,4,242
686,3,242
687,2,243
688,3,243
689,1,244
690,4,244
691,3,244
692,1,245
693,2,245
694,2,246
695,3,246
696,1,247
697,3,247
698,1,248
699,2,248
700,4,248
701,3,248
702,1,249
703,2,249
704,4,249
705,3,249
706,2,250
707,3,250
708,1,251
709,2,251
710,3,251
711,1,252
712,2,252
713,3,252
714,1,253
715,2,253
716,4,253
717,1,254
718,2,254
719,4,254
720,3,254
721,1,255
722,2,255
723,4,255
724,1,256
725,2,256
726,4,256
727,3,256
728,2,257
729,3,257
730,1,258
731,2,258
732,4,258
733,3,258
734,1,260
735,3,260
736,1,261
737,2,261
738,3,261
739,1,262
740,2,262
741,4,262
742,3,262
743,2,263
744,3,264
745,1,265
746,2,265
747,2,265
748,3,265
749,2,266
750,4,266
751,3,266
752,1,267
753,2,267
754,4,267
755,3,267
756,1,268
757,2,268
758,4,268
759,3,268
760,1,269
761,2,269
762,4,269
763,3,269
764,1,270
765,2,270
766,4,270
767,3,270
768,1,271
769,2,271
770,4,271
771,3,271
772,1,272
773,2,272
774,2,273
775,3,273
776,1,274
777,4,274
778,3,274
779,3,275
780,2,276
781,1,278
782,2,278
783,4,278
784,3,278
785,1,279
786,2,279
787,4,279
788,1,280
789,3,280
790,1,281
791,2,281
792,4,281
793,3,281
794,1,282
795,2,282
796,4,282
797,1,283
798,2,283
799,1,284
800,2,284
801,3,284
802,1,285
803,2,285
804,4,285
805,3,285
806,1,286
807,1,287
808,2,287
809,4,287
810,3,287
811,2,288
812,1,289
813,2,289
814,4,289
815,3,289
816,1,290
817,4,290
818,1,291
819,3,292
820,1,293
821,2,293
822,1,294
823,2,294
824,1,295
825,2,295
826,3,295
827,2,296
828,4,296
829,3,296
830,1,297
831,2,297
832,4,297
833,3,298
834,1,299
835,2,299
836,4,299
837,3,299
838,1,301
839,3,301
840,1,302
841,2,302
842,4,302
843,3,302
844,1,303
845,2,303
846,4,303
847,3,303
848,2,304
849,3,304
850,2,305
851,4,305
852,3,305
853,1,306
854,2,306
855,4,306
856,3,306
857,1,307
858,2,307
859,4,307
860,3,307
861,2,308
862,3,308
863,1,309
864,2,309
865,4,309
866,1,310
867,2,310
868,4,310
869,3,310
870,1,311
871,2,311
872,3,311
873,1,312
874,1,313
875,1,314
876,2,314
877,4,314
878,3,314
879,1,315
880,2,315
881,4,315
882,3,315
883,1,316
884,1,317
885,2,317
886,1,318
887,2,318
888,3,318
889,1,319
890,2,319
891,4,319
892,3,319
893,3,320
894,1,321
895,2,321
896,4,321
897,3,321
898,2,322
899,1,323
900,4,323
901,3,323
902,1,324
903,1,325
904,1,326
905,2,326
906,3,326
907,1,327
908,2,327
909,4,327
910,3,327
911,2,328
912,3,328
913,1,329
914,2,329
915,4,329
916,1,330
917,2,330
918,4,330
919,3,330
920,3,331
921,2,332
922,3,332
923,1,333
924,2,333
925,4,333
926,3,333
927,1,334
928,2,334
929,4,334
930,3,334
931,3,335
932,1,336
933,2,336
934,3,336
935,1,337
936,2,337
937,4,337
938,3,337
939,1,338
940,2,338
941,4,338
942,3,338
943,2,339
944,4,339
945,3,339
946,3,340
947,1,341
948,3,341
949,1,342
950,2,342
951,4,342
952,3,342
953,3,343
954,1,344
955,2,344
956,4,344
957,3,344
958,1,345
959,4,345
960,3,345
961,2,346
962,3,346
963,1,347
964,2,347
965,3,347
966,1,348
967,2,348
968,3,348
969,3,349
970,1,350
971,2,350
972,3,350
973,2,351
974,3,351
975,1,352
976,2,352
977,4,352
978,3,352
979,2,353
980,4,353
981,3,353
982,2,354
983,3,354
984,1,355
985,2,355
986,4,355
987,3,355
988,2,356
989,4,356
990,3,356
991,1,357
992,2,357
993,4,357
994,3,357
995,2,358
996,3,358
997,1,359
998,2,359
999,3,359
1000,1,360
1001,4,360
1002,3,360
1003,1,361
1004,2,361
1005,4,361
1006,3,361
1007,3,362
1008,1,363
1009,2,363
1010,3,363
1011,3,364
1012,1,365
1013,2,365
1014,3,365
1015,3,366
1016,1,367
1017,2,367
1018,4,367
1019,3,367
1020,1,368
1021,2,368
1022,3,368
1023,1,369
1024,2,369
1025,3,369
1026,1,370
1027,2,370
1028,4,370
1029,3,370
1030,1,371
1031,2,371
1032,3,371
1033,1,372
1034,4,372
1035,3,372
1036,1,373
1037,2,373
1038,4,373
1039,3,373
1040,1,374
1041,3,374
1042,3,375
1043,1,376
1044,2,376
1045,3,376
1046,1,377
1047,2,377
1048,3,377
1049,1,378
1050,2,378
1051,4,378
1052,3,378
1053,1,379
1054,2,379
1055,4,379
1056,3,379
1057,1,380
1058,2,380
1059,1,381
1060,3,381
1061,1,382
1062,2,382
1063,4,382
1064,3,382
1065,1,383
1066,3,383
1067,3,384
1068,1,385
1069,2,385
1070,4,385
1071,1,386
1072,2,386
1073,4,386
1074,3,386
1075,2,387
1076,3,387
1077,3,388
1078,1,389
1079,2,389
1080,3,389
1081,1,390
1082,3,390
1083,1,391
1084,2,391
1085,4,391
1086,3,391
1087,1,392
1088,2,392
1089,4,392
1090,3,392
1091,1,393
1092,2,393
1093,4,393
1094,3,393
1095,2,394
1096,3,394
1097,1,395
1098,2,395
1099,3,395
1100,3,396
1101,1,397
1102,2,397
1103,3,397
1104,1,398
1105,2,398
1106,4,398
1107,3,398
1108,1,399
1109,2,399
1110,3,399
1111,2,400
1112,4,400
1113,3,400
1114,3,401
1115,1,402
1116,2,402
1117,2,403
1118,4,403
1119,3,403
1120,1,404
1121,2,404
1122,4,404
1123,3,404
1124,1,405
1125,2,405
1126,4,405
1127,3,405
1128,1,406
1129,2,406
1130,3,406
1131,1,407
1132,2,407
1133,4,407
1134,3,407
1135,1,408
1136,2,408
1137,4,408
1138,3,408
1139,2,409
1140,3,409
1141,1,410
1142,3,410
1143,1,411
1144,2,411
1145,3,411
1146,1,412
1147,2,412
1148,3,412
1149,1,413
1150,2,413
1151,4,413
1152,3,413
1153,3,414
1154,1,415
1155,3,415
1156,1,416
1157,4,416
1158,3,416
1159,1,417
1160,2,417
1161,4,417
1162,3,417
1163,2,418
1164,4,418
1165,3,418
1166,1,419
1167,2,419
1168,4,419
1169,3,419
1170,1,420
1171,2,420
1172,4,420
1173,3,420
1174,1,421
1175,2,421
1176,3,421
1177,3,422
1178,1,423
1179,2,423
1180,4,423
1181,3,423
1182,3,424
1183,1,425
1184,2,425
1185,4,425
1186,3,425
1187,1,426
1188,2,426
1189,4,426
1190,3,426
1191,4,428
1192,3,428
1193,1,429
1194,2,429
1195,3,429
1196,1,430
1197,4,430
1198,3,430
1199,2,431
1200,4,431
1201,3,431
1202,2,432
1203,3,432
1204,1,433
1205,2,433
1206,4,433
1207,3,433
1208,1,434
1209,3,434
1210,2,435
1211,4,435
1212,3,435
1213,1,436
1214,3,436
1215,1,437
1216,2,437
1217,4,437
1218,3,437
1219,2,438
1220,3,438
1221,1,439
1222,2,439
1223,4,439
1224,3,440
1225,1,441
1226,3,441
1227,3,442
1228,1,443
1229,2,443
1230,4,443
1231,3,443
1232,3,444
1233,2,445
1234,4,445
1235,3,445
1236,2,446
1237,3,446
1238,1,447
1239,3,447
1240,1,448
1241,4,448
1242,2,449
1243,4,449
1244,3,449
1245,1,450
1246,2,450
1247,4,450
1248,3,450
1249,3,451
1250,1,452
1251,2,452
1252,3,452
1253,2,453
1254,4,453
1255,3,453
1256,2,454
1257,4,454
1258,3,454
1259,1,455
1260,2,455
1261,4,455
1262,3,455
1263,1,456
1264,2,456
1265,4,456
1266,3,456
1267,3,457
1268,3,459
1269,1,460
1270,2,460
1271,4,460
1272,3,460
1273,3,461
1274,2,462
1275,3,462
1276,3,463
1277,1,464
1278,2,464
1279,4,464
1280,3,464
1281,1,465
1282,2,465
1283,3,465
1284,1,466
1285,2,466
1286,3,466
1287,2,468
1288,4,468
1289,3,468
1290,1,469
1291,2,469
1292,3,469
1293,3,470
1294,3,471
1295,3,472
1296,1,473
1297,2,473
1298,4,473
1299,3,473
1300,3,474
1301,2,475
1302,4,475
1303,3,475
1304,2,476
1305,3,476
1306,1,477
1307,2,477
1308,4,477
1309,3,477
1310,3,478
1311,3,479
1312,1,480
1313,2,480
1314,4,480
1315,3,480
1316,1,481
1317,3,481
1318,3,482
1319,1,483
1320,2,483
1321,4,483
1322,3,483
1323,3,484
1324,1,485
1325,2,485
1326,4,485
1327,3,485
1328,1,486
1329,2,486
1330,4,486
1331,3,486
1332,1,487
1333,2,487
1334,4,487
1335,3,487
1336,1,488
1337,2,488
1338,4,488
1339,3,488
1340,1,489
1341,2,489
1342,4,489
1343,3,489
1344,1,490
1345,2,490
1346,3,490
1347,3,491
1348,1,492
1349,2,492
1350,4,492
1351,3,492
1352,3,494
1353,1,495
1354,2,495
1355,4,495
1356,3,495
1357,2,496
1358,4,496
1359,3,496
1360,3,497
1361,3,498
1362,3,499
1363,1,500
1364,2,500
1365,3,500
1366,2,501
1367,4,501
1368,3,501
1369,3,502
1370,3,503
1371,3,504
1372,2,505
1373,3,505
1374,2,506
1375,3,506
1376,1,507
1377,2,507
1378,4,507
1379,3,507
1380,3,508
1381,4,509
1382,3,509
1383,2,510
1384,3,510
1385,1,511
1386,2,511
1387,3,511
1388,2,512
1389,4,512
1390,3,512
1391,4,513
1392,3,514
1393,2,515
1394,4,515
1395,3,515
1396,3,516
1397,3,517
1398,3,518
1399,1,519
1400,2,519
1401,4,519
1402,3,519
1403,1,520
1404,4,520
1405,3,520
1406,1,521
1407,2,521
1408,3,521
1409,1,522
1410,2,522
1411,4,522
1412,3,522
1413,2,523
1414,3,523
1415,2,524
1416,3,524
1417,1,525
1418,2,525
1419,3,525
1420,1,526
1421,2,526
1422,4,526
1423,3,526
1424,3,527
1425,3,528
1426,3,529
1427,1,530
1428,2,530
1429,4,530
1430,3,530
1431,2,531
1432,4,531
1433,3,531
1434,3,532
1435,1,533
1436,2,533
1437,4,533
1438,3,534
1439,3,535
1440,3,536
1441,2,537
1442,3,537
1443,1,538
1444,2,538
1445,3,538
1446,1,539
1447,2,539
1448,4,539
1449,3,539
1450,3,540
1451,3,541
1452,3,542
1453,1,543
1454,2,543
1455,4,543
1456,3,543
1457,2,544
1458,4,544
1459,3,544
1460,2,545
1461,3,545
1462,3,546
1463,3,547
1464,3,548
1465,3,549
1466,3,550
1467,1,551
1468,2,551
1469,4,551
1470,3,551
1471,1,552
1472,2,552
1473,4,552
1474,3,552
1475,1,553
1476,2,553
1477,1,554
1478,1,555
1479,1,556
1480,1,557
1481,2,557
1482,1,558
1483,2,558
1484,1,559
1485,1,560
1486,2,560
1487,4,560
1488,1,561
1489,2,561
1490,3,561
1491,1,562
1492,2,562
1493,1,563
1494,1,564
1495,2,564
1496,4,564
1497,3,564
1498,1,565
1499,1,566
1500,2,566
1501,4,566
1502,1,567
1503,2,567
1504,1,568
1505,2,568
1506,3,568
1507,2,569
1508,1,570
1509,1,572
1510,1,574
1511,2,574
1512,4,574
1513,1,575
1514,2,575
1515,4,575
1516,3,575
1517,1,576
1518,2,576
1519,4,576
1520,3,576
1521,1,577
1522,2,577
1523,1,578
1524,1,580
1525,2,580
1526,4,580
1527,3,580
1528,1,581
1529,2,581
1530,3,581
1531,1,582
1532,2,582
1533,4,582
1534,3,582
1535,1,583
1536,2,583
1537,1,584
1538,2,584
1539,1,585
1540,1,586
1541,2,586
1542,4,586
1543,1,587
1544,2,587
1545,1,590
1546,2,590
1547,1,592
1548,2,592
1549,1,593
1550,2,593
1551,3,593
1552,1,594
1553,1,595
1554,1,596
1555,2,596
1556,4,596
1557,3,596
1558,1,597
1559,2,597
1560,1,598
1561,2,598
1562,4,598
1563,1,599
1564,2,599
1565,1,601
1566,1,602
1567,2,602
1568,4,602
1569,3,602
1570,1,603
1571,1,604
1572,2,604
1573,1,605
1574,3,605
1575,1,606
1576,4,606
1577,1,607
1578,2,607
1579,4,607
1580,1,610
1581,2,610
1582,1,611
1583,3,612
1584,2,613
1585,4,613
1586,1,614
1587,4,614
1588,3,614
1589,1,615
1590,2,615
1591,4,615
1592,1,616
1593,2,616
1594,4,616
1595,3,616
1596,1,617
1597,2,617
1598,3,617
1599,1,618
1600,1,619
1601,4,619
1602,3,619
1603,1,620
1604,2,620
1605,3,621
1606,1,622
1607,2,622
1608,4,622
1609,3,622
1610,1,623
1611,1,624
1612,2,624
1613,3,624
1614,1,626
1615,2,626
1616,4,626
1617,1,627
1618,2,627
1619,1,628
1620,2,628
1621,4,628
1622,3,628
1623,1,629
1624,1,630
1625,2,630
1626,1,631
1627,2,631
1628,1,632
1629,1,633
1630,1,634
1631,2,634
1632,4,634
1633,1,636
1634,3,636
1635,1,637
1636,3,637
1637,1,638
1638,2,638
1639,3,638
1640,1,639
1641,1,640
1642,3,640
1643,2,641
1644,3,641
1645,1,643
1646,2,643
1647,1,644
1648,1,645
1649,2,645
1650,4,645
1651,2,646
1652,1,647
1653,2,647
1654,4,647
1655,1,648
1656,2,648
1657,3,648
1658,1,649
1659,1,650
1660,2,650
1661,3,650
1662,1,651
1663,2,651
1664,4,651
1665,3,651
1666,1,652
1667,2,653
1668,1,655
1669,2,655
1670,1,656
1671,2,656
1672,4,656
1673,3,656
1674,1,657
1675,1,658
1676,2,658
1677,4,658
1678,3,658
1679,1,659
1680,2,659
1681,3,659
1682,1,660
1683,2,660
1684,1,661
1685,5,661
1686,4,661
1687,3,661
1688,1,663
1689,2,663
1690,1,664
1691,2,664
1692,3,664
1693,1,665
1694,3,665
1695,1,666
1696,2,666
1697,1,667
1698,2,667
1699,1,668
1700,2,668
1701,3,668
1702,1,669
1703,2,669
1704,1,670
1705,2,670
1706,3,670
1707,1,671
1708,1,672
1709,1,673
1710,2,673
1711,1,675
1712,2,675
1713,4,675
1714,3,675
1715,2,676
1716,1,677
1717,2,677
1718,6,677
1719,3,677
1720,1,678
1721,2,679
1722,1,680
1723,2,680
1724,4,680
1725,3,680
1726,1,682
1727,2,682
1728,6,682
1729,1,683
1730,2,683
1731,1,684
1732,2,684
1733,3,684
1734,1,685
1735,1,686
1736,1,687
1737,4,687
1738,3,687
1739,1,689
1740,1,690
1741,2,690
1742,3,690
1743,1,691
1744,2,691
1745,4,691
1746,1,692
1747,2,692
1748,4,692
1749,3,692
1750,1,693
1751,2,693
1752,4,693
1753,1,694
1754,2,694
1755,1,695
1756,1,696
1757,2,696
1758,4,696
1759,1,697
1760,1,698
1761,2,698
1762,1,700
1763,2,700
1764,2,701
1765,1,703
1766,5,703
1767,1,704
1768,2,704
1769,3,704
1770,1,705
1771,2,705
1772,1,706
1773,2,706
1774,3,706
1775,1,707
1776,2,707
1777,4,707
1778,3,707
1779,1,708
1780,2,708
1781,1,709
1782,2,709
1783,1,711
1784,2,711
1785,3,711
1786,2,712
1787,1,713
1788,1,714
1789,2,714
1790,1,715
1791,2,715
1792,3,715
1793,1,717
1794,2,717
1795,1,718
1796,4,718
1797,3,718
1798,1,719
1799,1,720
1800,2,720
1801,4,720
1802,3,720
1803,1,721
1804,2,721
1805,1,722
1806,3,722
1807,1,723
1808,5,723
1809,3,723
1810,1,725
1811,2,725
1812,3,725
1813,1,727
1814,1,728
1815,1,730
1816,1,732
1817,3,732
1818,1,733
1819,2,733
1820,1,734
1821,1,735
1822,1,737
1823,1,738
1824,2,738
1825,1,739
1826,2,739
1827,1,740
1828,2,740
1829,4,740
1830,3,740
1831,1,741
1832,2,741
1833,3,741
1834,1,742
1835,2,742
1836,1,743
1837,2,743
1838,4,743
1839,2,745
1840,1,746
1841,1,747
1842,2,747
1843,4,747
1844,3,747
1845,2,748
1846,1,749
1847,2,749
1848,1,750
1849,2,750
1850,3,750
1851,1,751
1852,4,751
1853,2,752
1854,1,754
1855,1,755
1856,2,755
1857,3,755
1858,1,756
1859,1,758
1860,2,760
1861,1,761
1862,2,761
1863,1,762
1864,1,763
1865,2,763
1866,4,763
1867,3,763
1868,1,764
1869,1,765
1870,2,765
1871,1,766
1872,2,766
1873,4,766
1874,1,767
1875,2,767
1876,1,769
1877,2,769
1878,1,771
1879,2,771
1880,1,772
1881,2,772
1882,4,772
1883,3,773
1884,1,774
1885,4,774
1886,3,774
1887,1,775
1888,2,775
1889,3,775
1890,1,776
1891,2,776
1892,4,776
1893,3,776
1894,1,777
1895,1,778
1896,2,778
1897,1,779
1898,2,779
1899,1,780
1900,2,780
1901,4,780
1902,1,781
1903,2,781
1904,1,782
1905,2,782
1906,3,782
1907,1,783
1908,2,783
1909,3,783
1910,1,784
1911,2,784
1912,1,785
1913,3,785
1914,1,786
1915,2,786
1916,4,786
1917,3,786
1918,1,787
1919,2,787
1920,3,787
1921,1,788
1922,2,788
1923,4,788
1924,3,788
1925,1,789
1926,2,789
1927,1,790
1928,1,791
1929,2,791
1930,3,791
1931,1,792
1932,4,792
1933,1,793
1934,2,793
1935,3,793
1936,1,794
1937,1,795
1938,2,795
1939,1,796
1940,1,797
1941,1,798
1942,3,798
1943,1,799
1944,3,799
1945,1,800
1946,4,800
1947,1,801
1948,2,801
1949,1,802
1950,2,802
1951,4,802
1952,3,802
1953,1,803
1954,4,803
1955,1,805
1956,2,805
1957,4,805
1958,1,806
1959,2,806
1960,3,806
1961,1,808
1962,2,808
1963,3,808
1964,1,809
1965,2,809
1966,1,810
1967,2,810
1968,1,811
1969,2,811
1970,1,812
1971,2,812
1972,4,812
1973,1,813
1974,2,813
1975,4,813
1976,3,813
1977,1,814
1978,2,814
1979,4,814
1980,1,815
1981,2,815
1982,1,816
1983,1,817
1984,2,817
1985,1,818
1986,2,818
1987,3,818
1988,1,819
1989,1,820
1990,1,821
1991,2,821
1992,3,821
1993,1,822
1994,2,822
1995,4,822
1996,3,822
1997,1,823
1998,1,824
1999,2,824
2000,1,825
2001,3,825
2002,1,826
2003,3,826
2004,1,827
2005,2,827
2006,4,827
2007,3,827
2008,1,828
2009,4,828
2010,3,828
2011,1,829
2012,2,829
2013,3,829
2014,1,830
2015,2,830
2016,3,830
2017,2,831
2018,2,831
2019,3,831
2020,1,832
2021,2,832
2022,4,832
2023,3,832
2024,1,833
2025,2,833
2026,4,833
2027,4,834
2028,1,835
2029,1,836
2030,2,836
2031,4,836
2032,1,837
2033,2,837
2034,4,837
2035,3,837
2036,1,838
2037,2,838
2038,4,838
2039,1,839
2040,2,839
2041,4,839
2042,1,840
2043,4,840
2044,3,840
2045,1,841
2046,3,841
2047,1,843
2048,3,843
2049,3,845
2050,2,846
2051,1,847
2052,1,848
2053,2,848
2054,3,848
2055,1,849
2056,2,849
2057,4,849
2058,3,849
2059,1,850
2060,2,850
2061,4,850
2062,3,850
2063,1,851
2064,2,851
2065,4,851
2066,1,852
2067,2,852
2068,3,852
2069,1,853
2070,1,854
2071,2,854
2072,4,854
2073,1,855
2074,2,855
2075,3,855
2076,1,856
2077,2,856
2078,1,858
2079,1,859
2080,2,859
2081,4,859
2082,3,859
2083,1,860
2084,3,860
2085,1,861
2086,2,861
2087,7,861
2088,3,861
2089,1,862
2090,2,862
2091,4,862
2092,2,864
2093,1,865
2094,2,865
2095,1,866
2096,4,866
2097,3,866
2098,1,867
2099,4,867
2100,3,867
2101,1,868
2102,2,868
2103,1,869
2104,1,870
2105,2,870
2106,4,870
2107,3,870
2108,2,871
2109,1,872
2110,2,872
2111,3,872
2112,2,873
2113,1,874
2114,2,874
2115,6,874
2116,1,875
2117,2,875
2118,2,876
2119,1,877
2120,2,877
2121,3,877
2122,1,878
2123,2,878
2124,1,879
2125,2,879
2126,1,881
2127,2,881
2128,4,881
2129,1,882
2130,2,882
2131,3,882
2132,2,883
2133,1,884
2134,1,885
2135,2,885
2136,4,885
2137,3,885
